MIBiG name	MIBiG SMILES	MIBiG Inchikey	MIBiG BGC ID	NPAID	NPA name	Curated name	Curated SMILES	Curated Source Database ID	Curated doi	Curated origin	Notes
indanomycin			BGC0000079			X-14547	CC[C@H]1CC[C@@H]2[C@@H]1C=C[C@H]([C@H]2C(=O)C3=CC=CN3)/C=C/C=C(\CC)/[C@H]4[C@H](CC[C@@H](O4)[C@@H](C)C(=O)O)C	10345604	Antibiotic X-14547. J Westley, CM Liu - US Patent 4,100,171, 1978	Streptomyces sp. X-14547	
jerangolid A	CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2CC(=C(C(=O)O2)CO)OC)/C)C	MEBIEOPXFPLSPF-AKKMNRGHSA-N	BGC0000080	NPA002932	Jerangolid A						
jerangolid D	CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2CC(=C(C(=O)O2)C)OC)/C)C	OPNOLPXASWDPNP-HEDCXWCHSA-N	BGC0000080						Reichenbach, H.; Ho _fle, G.; Gerth, K.; Washausen, P. PCT Int. Appl. DE 19607702, 1997 	Sorangium cellulosum (strain So ce 307) 	
kedarcidin	CC1C(C(CC(O1)OC\2COC(=O)C(CC3=NC(=C(C=C3)OC4C=C5C#C/C2=C\C#CC6C5(C4OC7CC(C(C(O7)C)O)(C)O)O6)Cl)NC(=O)C8=C(C=C9C=C(C(=C(C9=C8)OC)OC)OC(C)C)O)O)N(C)C	GFTRTMUGNRZABD-IPBVOBEMSA-N	BGC0000081						10.1021/ja00046a071	Streptoalloteichus sp. (ATCC 53650)	
kijanimicin	C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]3([C@@H](C=C2)/C(=C\C[C@@H](/C(=C/[C@@H]4C=C([C@@H](C[C@@]45C(=O)C(=C(O5)O)C3=O)C)CO)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O[C@H]7C[C@H]([C@H]([C@@H](O7)C)O)O[C@H]8C[C@H]([C@H]([C@@H](O8)C)O[C@@H]9C[C@H]([C@H]([C@@H](O9)C)OC)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)O)C	HWLALZIEGGFXKV-ILWXQJJWSA-N	BGC0000082						https://doi.org/10.7164/antibiotics.34.1101	Actinomadura kijaniata SCC 1256	
Lactimidomycin	C[C@H]1/C=C\C=C\CC/C=C/C(=O)O[C@H]1/C(=C/[C@H](C)C(=O)C[C@@H](CC2CC(=O)NC(=O)C2)O)/C	OYOKHBHOTQDIPM-BRHOHSSQSA-N	BGC0000083	NPA010776	Lactimidomycin						
8,9-dihydro-LTM	O=C1O[C@@H](/C(C)=C/[C@H](C)C(C[C@H](O)CC2CC(NC(C2)=O)=O)=O)[C@@H](C)CC/C=C/CC/C=C/1	JMMMWKAJHBCSAV-XZBFPPINSA-N	BGC0000083	NPA008448	8,9-dihydrolactimidomycin						
8,9-dihydro-8S-hydroxy-LTM	O=C1O[C@@H](/C(C)=C/[C@H](C)C(C[C@H](O)CC2CC(NC(C2)=O)=O)=O)[C@@H](C)C[C@H](O)/C=C/CC/C=C/1	JFGZTRUDLAEIRJ-CQBLZTSBSA-N	BGC0000083	NPA007411	8-hydroxy-8,9-dihydrolactidomycin						
8,9-dihydro-9R-hydroxy-LTM	O=C1O[C@@H](/C(C)=C/[C@H](C)C(C[C@H](O)CC2CC(NC(C2)=O)=O)=O)[C@@H](C)[C@H](O)C/C=C/CC/C=C/1	IVFXTQLBVDABOI-DVYWRAFASA-N	BGC0000083	NPA013831	17-hydroxy-8-desmethoxy-isomigrastatin						
laidlomycin	CCC(=O)OC(C(C)C1C(C(CC2(O1)CCC(O2)(C)C3CCC(O3)(C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C)O)C)C(C)C(=O)O	ZNBNBTIDJSKEAM-UHFFFAOYSA-N	BGC0000084	NPA016744	Laidlomycin						
lankamycin	C[C@H]1C[C@](C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]([C@H]1OC2C(C(CC(O2)C)OC)O)C)OC3CC(C(C(O3)C)OC(=O)C)(C)OC)C)C(C)C(C)O)C)OC(=O)C)C)(C)O	JQMACDQCTNFQMM-ICIPCYDXSA-N	BGC0000085	NPA008120	Lankamycin						
lasalocid	CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]	RDHDUYAKDYQPEW-UHFFFAOYSA-M	BGC0000086								Isolation reference hard to find
lovastatin	CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C	PCZOHLXUXFIOCF-BXMDZJJMSA-N	BGC0000088	NPA009354	Monacolin K						
Macbecin I	C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C=C([C@@H]1OC)C2=O)/C)C)OC(=O)N)\C)C)OC)OC	PLTGBUPHJAKFMA-BMJWZTMLSA-N	BGC0000090	NPA019946	Macbecin						
Macbecin II	CC1CC(C(C(/C=C(/C(C(/C=C/C=C(/C(=O)NC2=C(C(=CC(=C2)O)C1OC)O)\C)C)OC(=O)N)\C)C)OC)OC	SVSFCSOFEPJFSF-AQKZPVJGSA-N	BGC0000090	NPA007469	Macbecin II						
marineosin A			BGC0000091	NPA013913	Marineosin A						
marineosin B			BGC0000091	NPA012274	Marineosin B						
megalomicin A	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O	LRWRQTMTYVZKQW-WWDNQWNISA-N	BGC0000092						https://doi.org/10.7164/antibiotics.22.253	Micromonospora megalomicea	
megalomicin B	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O	WJOASKOPJZDBAH-WKBCHECCSA-N	BGC0000092						https://doi.org/10.1039/P19730001374	Micromonospora megalomicea	
megalomicin C1	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O	NGOSGEYHKQYUTN-XIBKBKGSSA-N	BGC0000092						https://doi.org/10.1039/P19730001374	Micromonospora megalomicea	
megalomicin C2	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)CC)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O	UAXBWJGWBJFVPK-ADJRBOKUSA-N	BGC0000092						https://doi.org/10.1039/P19730001374	Micromonospora megalomicea	
meilingmycin			BGC0000093			meilingmycin	C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(\C[C@H](/C=C\CC4COC5[C@@H]4[C@@H](C=C([C@H]5O)COC(=O)C=C(C)C)C(=O)O3)C)/C)OC1C	101260926			Isolation reference hard to find
methymycin	CC[C@@H]1[C@@](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)(C)O	HUKYPYXOBINMND-HYUJHOPRSA-N	BGC0000094	NPA001238	Methymycin						
micromonolactam			BGC0000095			micromonolactam	OC1C(O)C(C)/C=C/C=C/C=C/C(NC(C/C=C\C=C\C=C(C)\C=C\C=C\C(CC1O)O)C)=O	RGL	https://doi.org/10.1038/ja.2013.34	Micromonospora sp.	
midecamycin	CCC(=O)O[C@@H]1[C@H](O[C@H](C[C@@]1(C)O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2N(C)C)O)OC3C(CC(C(/C=C\C=C\CC(OC(=O)CC(C3OC)OC(=O)CC)C)O)C)CC=O)C)C	DMUAPQTXSSNEDD-ZZHFWOCQSA-N	BGC0000096								Isolation reference hard to find
ML-449			BGC0000097			ML-449	CCC/C=C/C=C/CC1C/C=C/C=C(/C=C/C=C/C(C(/C=C(/C=C/C=C/C(=O)N1)\C)O)O)\C	102169033	10.1128/AEM.00744-09	Streptomyces sp.	
monacolin K	CC1CC(C2C(C(C=CC2=C1)C)CCC3CC(CC(=O)O3)O)OC(=O)CC(C)O	ICHHXFCJBZGEMY-UHFFFAOYSA-N	BGC0000098	NPA009354	Monacolin K						
monensin	CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C	GAOZTHIDHYLHMS-UHFFFAOYSA-N	BGC0000100	NPA010274	Monensin						
emodin	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	RHMXXJGYXNZAPX-UHFFFAOYSA-N	BGC0000101						Wells, John M., Richard J. Cole, and Jerry W. Kirksey. "Emodin, a toxic metabolite of Aspergillus wentii isolated from weevil-damaged chestnuts." Applied microbiology 30.1 (1975): 26-28.	Aspergillus wentii	
monodictyphenone 	CC1=CC(=C(C(=C1)C(=O)O)C(=O)C2=C(C=CC=C2O)O)O	UMNWQJSVQOCNEM-UHFFFAOYSA-N	BGC0000101	NPA016280	Monodictyphenone						
shamixanthone	CC1=CC2=C(C3=C1OC[C@@H]([C@H]3O)C(=C)C)C(=O)C4=C(C=CC(=C4O2)CC=C(C)C)O	MXGMZMKTWCNKRS-OPAMFIHVSA-N	BGC0000101	NPA013991	Shamixanthone						
Mycinamicin II			BGC0000102			Mycinamicin II	CC[C@@H]1[C@]([C@@H]2[C@H](O2)/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)C)C)(CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC)O	49787022	https://doi.org/10.7164/antibiotics.38.522	Micromonospora griseorubida	
mycolactone	C[C@H]1C/C(=C/C[C@@H](OC(=O)CCC[C@@H]1OC(=O)/C=C/C(=C/C(=C/C=C/C(=C/[C@@H]([C@H](C[C@H](C)O)O)O)/C)/C)/C)[C@@H](C)C/C(=C/[C@@H](C)[C@@H](C[C@@H](C)O)O)/C)/C	WKTLNJXZVDLRTJ-QRRXZRELSA-N	BGC0000103	NPA019693	Mycolactone B						
mycophenolic acid	CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC	HPNSFSBZBAHARI-RUDMXATFSA-N	BGC0000104	NPA015757	Mycophenolic acid						
nanchangmycin	C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@]3(O2)[C@@H]([C@H](C[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)[C@H](C)C[C@H](C)C(=O)O)C)O)C)O[C@@H]6CC[C@@H]([C@@H](O6)C)OC)C)C)(CO)O)C	FELYAZAWTURXNF-DPJQGRQDSA-N	BGC0000105								Isolation reference hard to find
naphthomycin	C[C@H]1/C=C/C=C\C=C(/C(=O)NC2=C(C(=O)C3=C(C(=C(C=C3C2=O)C)O)C(=O)/C(=C/[C@@H]([C@H]([C@H](/C=C/[C@H](C/C=C(/C(=O)C[C@@H]1O)\C)O)C)O)C)/C)Cl)\C	AXEGRHYJHHPVDH-UMKVKWLOSA-N	BGC0000106	NPA000326	Naphthomycin A						
naphthopyrone			BGC0000107								No complete structure reported in this paper
natamycin	C[C@@H]1CC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)C=CC(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O	NCXMLFZGDNKEPB-YWDKRKKXSA-N	BGC0000108								Isolation reference hard to find
nemadectin	C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](CC3(O2)C[C@@H]([C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)O)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C	YNFMRVVYUVPIAN-BXLZEJESSA-N	BGC0000109	NPA002610	LL-F28249Œ±						
Neoaureothin	CC1=C(OC(=C(C1=O)C)OC)C2C/C(=C/C(=C/C(=C/C(=C/C3=CC=C(C=C3)[N+](=O)[O-])/C)/C)/C)/CO2	IZICQJAGBLBAMJ-MNOZRKQQSA-N	BGC0000110	NPA001602	Spectinabilin						
orinocin	CC1=C(OC(OC)=C(C)C1=O)[C@](C/2)([H])OCC2=C/C3=CC=C([N+]([O-])=O)C=C3	XENAWSJFNWCPOG-WPMUKRGUSA-N	BGC0000110	NPA011246	Orinocin						
SNF4435C			BGC0000110	NPA019666	SNF4435C						
SNF4435D			BGC0000110	NPA001579	SNF4435D						
neocarzilin A			BGC0000111	NPA002988	Neocarzilin A						
neocarzilin B			BGC0000111	NPA014365	Neocarzilin B						
neocarzinostatin 	C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]\2[C@@H](C=C3/C2=C\C#C[C@@H]4[C@@](O4)(C#C3)[C@H]5COC(=O)O5)OC(=O)C6=C(C=CC7=C(C=C(C=C76)OC)C)O)NC)O)O	QZGIWPZCWHMVQL-UIYAJPBUSA-N	BGC0000112						https://doi.org/10.1016/S0040-4039(01)80810-8	Unknown bacterium	
niddamycin	CC1C/C=C/C=C\C(=O)C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C	SSANHLOZXYEHCY-UDPMFAINSA-N	BGC0000113						HUBER G, WALLHAEUSSER KH, FRIES L, STEIGLER A, WEIDENMUELLER HL. Niddamycin, a new macrolide antibiotic, Arzneimittelforschung. 1962 Dec;12:1191-5.	Unknown bacterium	
nigericin	C[C@H]1CC[C@@H](O[C@H]1[C@@H](C)C(=O)O)C[C@@H]2C[C@H]([C@H]([C@@]3(O2)[C@@H](C[C@@](O3)(C)[C@H]4CC[C@@](O4)(C)[C@H]5[C@H](C[C@@H](O5)[C@@H]6[C@H](C[C@H]([C@@](O6)(CO)O)C)C)C)C)C)OC	DANUORFCFTYTSZ-SJSJOXFOSA-N	BGC0000114	NPA001792	Nigericin						
nystatin A1	C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	VQOXZBDYSJBXMA-NQTDYLQESA-N	BGC0000115						https://doi.org/10.1016/S0040-4039(01)96531-1	Streptomyces noursei	
nystatin-like Pseudonocardia polyene			BGC0000116								Isolation reference hard to find
oligomycin A	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C	MNULEGDCPYONBU-WMBHJXFZSA-N	BGC0000117						https://doi.org/10.1139/b99-044	Streptomyces libani	
pactamycin	CC1=C(C(=CC=C1)O)C(=O)OC[C@]2([C@H]([C@@H]([C@]([C@@]2(C)O)([C@H](C)O)NC(=O)N(C)C)N)NC3=CC=CC(=C3)C(=O)C)O	WVIUOSJLUCTGFK-JUJPXXQGSA-N	BGC0000118						10.1021/jo00830a035	Streptomyces pactum	
7-deoxypactamycin	CC[C@@]1([C@H]([C@@H]([C@@]([C@]1(C)O)(COC(=O)C2=C(C=CC=C2O)C)O)NC3=CC=CC(=C3)C(=O)C)N)NC(=O)N(C)C	ZDHIGMAZJWYGPX-YONDKBSQSA-N	BGC0000119	NPA001550	7-deoxypactamycin						
Patulin			BGC0000120			Patulin	C1C=C2C(=CC(=O)O2)C(O1)O	4696	https://doi.org/10.1002/jctb.5000621208	Penicillium patulum bainier	
pestheic acid	CC1=CC(=C(C(=C1)OC2=C(C(=C(C=C2C(=O)OC)OC)Cl)O)C(=O)O)O	CAXGJVQIPWBEJY-UHFFFAOYSA-N	BGC0000121	NPA011068	RES-1214-2						
phenylnannolone A			BGC0000122	NPA009546	Phenylnannolone A						
phenylnannolone B			BGC0000122	NPA007826	Phenylnannolone B						
phenylnannolone C			BGC0000122	NPA002006	Phenylnannolone C						
phoslactomycin B	CC[C@H]1C=CC(=O)O[C@H]1/C=C/[C@](CCN)([C@@H](C[C@H](/C=C\C=C/C2CCCCC2)O)OP(=O)(O)O)O	GAIPQMSJLNWRGC-MZAVDHTQSA-N	BGC0000123	NPA014048	Phoslactomycin B						
piericidin A1	C/C=C(\C)/[C@@H]([C@H](C)/C=C(\C)/C=C/C/C(=C/CC1=C(C(=O)C(=C(N1)OC)OC)C)/C)O	BBLGCDSLCDDALX-LKGBESRRSA-N	BGC0000124	NPA005338	Piericidin A1						
pimaricin	C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O	NCXMLFZGDNKEPB-FFPOYIOWSA-N	BGC0000125						https://doi.org/10.1016/S0040-4039(01)82827-6	Streptomyces natalensis 	
pladienolide	CC[C@@H]([C@@H](C)[C@@H]1[C@@H](O1)C[C@H](C)/C=C/C=C(\C)/[C@@H]2[C@H](/C=C/[C@@H]([C@](CC[C@@H](CC(=O)O2)O)(C)O)OC(=O)C)C)O	SDOUORKJIJYJNW-HHKDPTMWSA-N	BGC0000126	NPA008881	Pladienolide B						
pyoluteorin	C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O	JPGWTZORMBTNMF-UHFFFAOYSA-N	BGC0000127	NPA002175	Pyoluteorin						
Pyripyropene A			BGC0000129	NPA007480	Pyripyropene A						
pyrrolomycin A	C1=C(C(=C(N1)Cl)Cl)[N+](=O)[O-]	CDHAYBUDIPNGGJ-UHFFFAOYSA-N	BGC0000130						https://doi.org/10.7164/antibiotics.34.1363	Streptomyces sp.	
pyrrolomycin B			BGC0000130			pyrrolomycin B	C1=C(C=C(C(=C1Cl)O)CC2=C(C(=C(N2)Cl)Cl)[N+](=O)[O-])Cl	133274	https://doi.org/10.7164/antibiotics.34.1363	Streptomyces sp.	
pyrrolomycin C			BGC0000130	NPA009712	Pyrrolomycin C						
pyrrolomycin D			BGC0000130			pyrrolomycin D	C1=C(C=C(C(=C1Cl)O)C(=O)C2=C(C(=C(N2)Cl)Cl)Cl)Cl	133780	https://doi.org/10.7164/antibiotics.36.1263	Actinosporangium vitaminophilium SF-2080	
quartromicin A1			BGC0000133	NPA016433	Quartromicin A1						
radicicol	C[C@@H]1C[C@@H]2[C@H](O2)/C=C\C=C\C(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1	WYZWZEOGROVVHK-GTMNPGAYSA-N	BGC0000134	NPA003487	Radicicol						
reveromycin	CCCC[C@]1(CC[C@]2(CC[C@@H]([C@H](O2)C/C=C(\C)/C=C/[C@@H](C(C)/C=C/C(=O)O)O)C)O[C@H]1/C=C/C(=C/C(=O)O)/C)OC(=O)CCC(=O)O	ZESGNAJSBDILTB-JJKMAANASA-N	BGC0000135	NPA010078	Reveromycin A						
rifamycin	C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C	HJYYPODYNSCCOU-ODRIEIDWSA-N	BGC0000136								Isolation reference hard to find
rimocidin	CCC[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](CCCC(=O)C[C@H]([C@@H](C(=O)O1)CC)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	AWGBZRVEGDNLDZ-JCUCCFEFSA-N	BGC0000138						https://doi.org/10.7164/antibiotics.29.197	Streptomyces rimosus	
RK-682	CCCCCCCCCCCCCCCC(=O)C1=C([C@H](OC1=O)CO)O	KZTSLHQKWLYYAC-GOSISDBHSA-N	BGC0000140	NPA006483	4-hexadecanoyl-3-hydroxy-2-(hydroxymethyl)-2H-furan-5-one						
rubradirin	CC1/C=C(/C(=O)C2=C3C(=CC(=C2O)C)C(=O)C4=C(C3=O)OC(CN4)(C(=O)C(C1OC(=O)C5=C(C(=CC(=N5)C(=O)NC6=C(OC7=C(C6=O)C=CC(=C7)OC)O)OC8CC(C(C(O8)C)OC)(C)[N+](=O)[O-])O)O)C)\C	HZJYMSYXRSCXPH-GZTJUZNOSA-N	BGC0000141						https://doi.org/10.7164/antibiotics.32.773	Streptomyces achromogenes var. rubradiris 	
salinilactam			BGC0000142	NPA014064	Salinilactam						
salinomycin	CC[C@H]([C@@H]1[C@H](C[C@H]([C@@]2(O1)C=C[C@H]([C@]3(O2)CC[C@@](O3)(C)[C@H]4CC[C@@]([C@@H](O4)C)(CC)O)O)C)C)C(=O)[C@@H](C)[C@H]([C@H](C)[C@H]5[C@H](CCC(O5)[C@@H](CC)C(=O)O)C)O	KQXDHUJYNAXLNZ-SDCJTGBBSA-N	BGC0000143	NPA008306	Salinomycin						
salinosporamide A	C[C@]12[C@H](C(=O)N[C@]1(C(=O)O2)C([C@H]3CCCC=C3)O)CCCl	NGWSFRIPKNWYAO-BOZRLRFCSA-N	BGC0000145	NPA011013	Salinosporamide A						
solanapyrone	C[C@H]1C=C[C@H]2CCCC[C@H]2[C@@H]1C3=CC(=C(C(=O)O3)C=O)OC	AWQLNKJBXASXDU-SFDCBXKLSA-N	BGC0000146	NPA019901	Solanapyrone D						
Soraphen A			BGC0000147			Soraphen A	C[C@H]1/C=C/[C@H]([C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC)OC	5281897	Bohlendorf, B., Bedorf, N., Hofle, G., Schummer, D., & Sutter, M. (1990). U.S. Patent No. 4,940,804. Washington, DC: U.S. Patent and Trademark Office.	Sorangium cellulosum	
Spinosyn A			BGC0000148	NPA012233	A83543A						
Spirangien A1	O1[C@@]([C@@H](C)[C@@H](O)[C@@H](C)/C=C\C=C\C=C/C=C/C=C\[C@@H](OC)CC(O)=O)([H])[C@@H](C)C[C@H](O)[C@]21O[C@@]([H])([C@H](C)[C@H](OC)C2)[C@H](C)[C@@H](O)[C@@H](C)C/C(/C)=C/C	AFMLAWKHRYYCHM-OBHRLJRBSA-N	BGC0000149	NPA018316	Spirangien O						
Sporolide A	[H]C12OC11C(=O)C(C)=C3OC45C(O)C6=C(C(Cl)=C(C=C6)[C@@]([H])(O)COC(=O)[C@]1([H])OC)C4(OC23O)C([H])(O)CC5([H])O	KFIMJAYNUYNRLK-JPLMYYFISA-N	BGC0000150						10.1021/ol050901i	Salinispora tropica	
Sporolide B			BGC0000150	NPA007130	Sporolide B						
stambomycin A	O=C(OC(/C=C/C(O)CC(CCCC(C(C1O)C)O)O)C)CC2(O)OC(C[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3O)C2C)C(C)C(O)/C(C)=C/C=C/CC(O)C(C)C(O)CCCC(O)CC(O)/C(C)=C/C(C(O)C(O)CCC(C)CC(O)CC(O)C(C)CC1)CCCC(CC)C	NPSHCJDYXPRAHR-MPUABNDYSA-N	BGC0000151						https://doi.org/10.1073/pnas.1019077108	Streptomyces ambofaciens ATCC23877	
stambomycin B	O=C(OC(/C=C/C(O)CC(CCCC(C(C1O)C)O)O)C)CC2(O)OC(C[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3O)C2C)C(C)C(O)/C(C)=C/C=C/CC(O)C(C)C(O)CCCC(O)CC(O)/C(C)=C/C(C(O)C(O)CCC(C)CC(O)CC(O)C(C)CC1)CCCCC(C)C	JZFPQWDFMPNUFU-KIVCGTBSSA-N	BGC0000151						https://doi.org/10.1073/pnas.1019077108	Streptomyces ambofaciens ATCC23877	
stambomycin C	O=C(OC(/C=C/C(O)CC(CCCC(C(C1O)C)O)O)C)CC2(O)OC(C[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3O)C2C)C(C)C(O)/C(C)=C/C=C/CC(O)C(C)C(O)CCCC(O)CC(O)/C(C)=C/C(C(O)C(O)CCC(C)CC(O)CC(O)C(C)CC1)CCCC(C)C	HNCRYQHQHRDJJG-LBFJABFZSA-N	BGC0000151						https://doi.org/10.1073/pnas.1019077108	Streptomyces ambofaciens ATCC23877	
stambomycin D	O=C(OC(/C=C/C(O)CC(CCCC(C(C1O)C)O)O)C)CC2(O)OC(C[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3O)C2C)C(C)C(O)/C(C)=C/C=C/CC(O)C(C)C(O)CCCC(O)CC(O)/C(C)=C/C(C(O)C(O)CCC(C)CC(O)CC(O)C(C)CC1)CCCCCC	DMSBTPUGEMEZFO-IDEJDLGGSA-N	BGC0000151						https://doi.org/10.1073/pnas.1019077108	Streptomyces ambofaciens ATCC23877	
Stigmatellin A	O(C)C1=CC(=C(O)C2OC(CC[C@H](C)[C@@H]([C@H](C)[C@@H](/C=C/C=C/C(/C)=C/C)OC)OC)=C(C)C(=O)C1=2)OC	UZHDGDDPOPDJGM-ORCHFCQDSA-N	BGC0000153	NPA002028	Stigmatellin						
stipitatic acid			BGC0000154			stipitatic acid	C1=C(C=C(C(=CC1=O)O)O)C(=O)O	20501	Structure of Stipitatic Acid M. J. S. DEWAR Nature volume 155, pages 50–51 (13 January 1945)	Penicillium stipitatum	
T-toxin			BGC0000155			T-toxin	CCCCCC(CC(CC(=O)CCCC(=O)CC(CC(=O)CCCCCC(=O)CC(CC(=O)CCCC(=O)CC(CC(=O)CCCC(=O)C)O)O)O)O)O	119129	10.1021/bi00299a027	Phyllosticta maydis	
